0.0121874204	0.5606657267	0.0417211466	0.0001212675
0.0123092942	0.6796793342	0.0343476757	0.0001224810
0.0124323871	0.5950559974	0.0365828164	0.0001237048
0.0125567112	1.0000000000	0.0392577238	0.0001249425
0.0126822786	0.7671276927	0.0421721265	0.0001261923
0.0128091015	0.7431523800	0.0318833441	0.0001274534
0.0129371919	0.4344530404	0.0274974965	0.0001287283
0.0130665638	0.6537964344	0.0442806818	0.0001300154
0.0131972302	0.6250075102	0.0303240269	0.0001313156
0.0133292023	0.6246428490	0.0288745686	0.0001326296
0.0134624951	0.7135756016	0.0265453309	0.0001339549
0.0135971196	0.7510882616	0.0246897601	0.0001352951
0.0137330908	0.8100839853	0.0276138969	0.0001366474
0.0138704218	0.8148252964	0.0220328402	0.0001380136
0.0140091255	0.6087512970	0.0208388902	0.0001393948
0.0141492169	0.7369773388	0.0210758429	0.0001407880
0.0142907090	0.6674352884	0.0203745384	0.0001421962
0.0144336168	0.7374625206	0.0197932199	0.0001436183
0.0145779531	0.9655901194	0.0279767886	0.0001450544
0.0147237321	0.8073850274	0.0189320184	0.0001465045
0.0148709696	0.8135121465	0.0226665679	0.0001479695
0.0150196794	0.7194153070	0.0180561766	0.0001494503
0.0151698757	0.8066211343	0.0172804482	0.0001509432
0.0153215742	0.8086572289	0.0171995945	0.0001524538
0.0154747907	0.8129951954	0.0180212501	0.0001539784
0.0156295374	0.7664971948	0.0144719947	0.0001555178
0.0157858338	0.6302906871	0.0125199528	0.0001570731
0.0159436911	0.6418510675	0.0125589073	0.0001586434
0.0161031298	0.5986865759	0.0154190622	0.0001602303
0.0162641592	0.6717892885	0.0144132329	0.0001618322
0.0164268017	0.6872683167	0.0144531941	0.0001634508
0.0165910684	0.7371415496	0.0132470243	0.0001650844
0.0167569797	0.6976391077	0.0121765332	0.0001667365
0.0169245489	0.7343347669	0.0129210986	0.0001684036
0.0170937963	0.7487932444	0.0136653278	0.0001700874
0.0172647331	0.7254127264	0.0109923314	0.0001717880
0.0174373798	0.5422740579	0.0097202836	0.0001735073
0.0176117551	0.4697127938	0.0085785631	0.0001752414
0.0177878737	0.4535126686	0.0095846299	0.0001769941
0.0179657526	0.4749910831	0.0089959269	0.0001787636
0.0181454085	0.4077747762	0.0075104898	0.0001805499
0.0183268618	0.4319676459	0.0074353036	0.0001823567
0.0185101312	0.4484581947	0.0087359911	0.0001841821
0.0186952315	0.3924976885	0.0079641063	0.0001860205
0.0188821852	0.3368560374	0.0072774119	0.0001878832
0.0190710053	0.2498937398	0.0057691708	0.0001897607
0.0192617159	0.1541049629	0.0042783567	0.0001916587
0.0194543339	0.1384728849	0.0043697031	0.0001935773
0.0196488779	0.1265121251	0.0036584104	0.0001955107
0.0198453665	0.1147728190	0.0030224319	0.0001974665
0.0200438201	0.0956418142	0.0031241325	0.0001994409
0.0202442594	0.0820554942	0.0028474804	0.0002014358
0.0204467010	0.0580936559	0.0024506215	0.0002034493
0.0206511673	0.0444005355	0.0022102778	0.0002054833
0.0208576787	0.0345427133	0.0020687205	0.0002075396
0.0210662559	0.0353076495	0.0020572559	0.0002096146
0.0212769173	0.0238201730	0.0013215368	0.0002117101
0.0214896873	0.0213800706	0.0012438273	0.0002138279
0.0217045844	0.0226589628	0.0012380023	0.0002159663
0.0219216309	0.0275782794	0.0014757061	0.0002181251
0.0221408457	0.0352846682	0.0016100779	0.0002203081
0.0223622546	0.0422474258	0.0018531848	0.0002225097
0.0225858781	0.0534087233	0.0018522115	0.0002247356
0.0228117369	0.0568766780	0.0019516299	0.0002269819
0.0230398551	0.0512462594	0.0016294953	0.0002292525
0.0232702531	0.0539015904	0.0017412039	0.0002315436
0.0235029534	0.0652581230	0.0020273614	0.0002338607
0.0237379856	0.0554452613	0.0018308904	0.0002362002
0.0239753649	0.0533018932	0.0018347686	0.0002385601
0.0242151171	0.0691739544	0.0021062233	0.0002409462
0.0244572684	0.0609266758	0.0015567486	0.0002433565
0.0247018412	0.0655145720	0.0016632321	0.0002457891
0.0249488614	0.0620446950	0.0018414581	0.0002482478
0.0251983479	0.0622360855	0.0016688606	0.0002507288
0.0254503321	0.0634740219	0.0017947352	0.0002532378
0.0257048346	0.0524253361	0.0015258753	0.0002557691
0.0259618834	0.0536294915	0.0014374412	0.0002583284
0.0262215026	0.0516510569	0.0014135464	0.0002609100
0.0264837183	0.0501568206	0.0012597402	0.0002635196
0.0267485566	0.0404393375	0.0012842789	0.0002661552
0.0270160399	0.0384587683	0.0011205311	0.0002688151
0.0272862017	0.0294527356	0.0009886763	0.0002715047
0.0275590643	0.0321912915	0.0011377477	0.0002742205
0.0278346539	0.0244934969	0.0008022441	0.0002769604
0.0281130001	0.0194760524	0.0007396637	0.0002797320
0.0283941291	0.0184084214	0.0006443900	0.0002825279
0.0286780708	0.0115717454	0.0005159914	0.0002853554
0.0289648529	0.0107070077	0.0004931493	0.0002882071
0.0292544998	0.0092715183	0.0004661807	0.0002910886
0.0295470469	0.0084283929	0.0004243182	0.0002940018
0.0298425164	0.0073262542	0.0004271653	0.0002969392
0.0301409401	0.0052239285	0.0003207733	0.0002999101
0.0304423496	0.0052301711	0.0003114230	0.0003029089
0.0307467729	0.0048197135	0.0003072680	0.0003059376
0.0310542416	0.0064005950	0.0003660234	0.0003089979
0.0313647836	0.0055753612	0.0002981700	0.0003120881
0.0316784307	0.0079781711	0.0003827333	0.0003152080
0.0319952145	0.0067082648	0.0003342527	0.0003183596
0.0323151685	0.0092678377	0.0004000117	0.0003215447
0.0326383188	0.0096812248	0.0004345165	0.0003247596
0.0329647064	0.0095183346	0.0003825658	0.0003280081
0.0332943499	0.0110758636	0.0003683191	0.0003312863
0.0336272940	0.0142015051	0.0004671408	0.0003345981
